id,revenue
3001,1201059.1
3002,1201059.1
3003,5090051.5
3004,5399136.5
3005,1201059.1
3006,4429742.5
3007,1201059.1
3008,13685158.0
3009,9931446.0
3010,78723760.0
3011,1201059.1
3012,1201059.1
3013,8791980.0
3014,1201059.1
3015,10112468.0
3016,1201059.1
3017,18584206.0
3018,34004836.0
3019,2923146.2
3020,154383250.0
3021,17082408.0
3022,22888228.0
3023,1201059.1
3024,9931446.0
3025,1201059.1
3026,21316518.0
3027,1201059.1
3028,32859602.0
3029,1201059.1
3030,17082408.0
3031,7092206.0
3032,1413697.6
3033,1201059.1
3034,1201059.1
3035,5090051.5
3036,8791980.0
3037,22888228.0
3038,9758054.0
3039,7537759.5
3040,1201059.1
3041,7431910.5
3042,1201059.1
3043,3320503.5
3044,2563388.0
3045,92719570.0
3046,1201059.1
3047,7092206.0
3048,9931446.0
3049,4429742.5
3050,8630316.0
3051,1201059.1
3052,10112468.0
3053,1201059.1
3054,1413697.6
3055,13685158.0
3056,1201059.1
3057,20951962.0
3058,162308180.0
3059,1413697.6
3060,18997414.0
3061,15367678.0
3062,8630316.0
3063,15367678.0
3064,26919780.0
3065,10112468.0
3066,20951962.0
3067,4429742.5
3068,14716878.0
3069,67850920.0
3070,1201059.1
3071,8630316.0
3072,174005460.0
3073,1201059.1
3074,1201059.1
3075,22888228.0
3076,44610300.0
3077,9001404.0
3078,20951962.0
3079,11273164.0
3080,20951962.0
3081,8630316.0
3082,5090051.5
3083,4319772.0
3084,1201059.1
3085,5399136.5
3086,18997414.0
3087,1201059.1
3088,1201059.1
3089,1201059.1
3090,10112468.0
3091,10239572.0
3092,4429742.5
3093,74968824.0
3094,20951962.0
3095,9931446.0
3096,1201059.1
3097,234822290.0
3098,5399136.5
3099,18997414.0
3100,7092206.0
3101,7092206.0
3102,4788484.0
3103,1201059.1
3104,1201059.1
3105,26683576.0
3106,26919780.0
3107,9931446.0
3108,6059445.5
3109,4429742.5
3110,131148490.0
3111,3124207.8
3112,1201059.1
3113,6059445.5
3114,9758054.0
3115,9758054.0
3116,2563388.0
3117,1201059.1
3118,4429742.5
3119,54318900.0
3120,37014836.0
3121,1201059.1
3122,5272301.0
3123,8630316.0
3124,4429742.5
3125,1201059.1
3126,10112468.0
3127,5090051.5
3128,10660652.0
3129,42467684.0
3130,2563388.0
3131,4429742.5
3132,2776026.2
3133,1413697.6
3134,5981801.5
3135,1201059.1
3136,2885912.8
3137,39356516.0
3138,1201059.1
3139,14716878.0
3140,15367678.0
3141,3143749.5
3142,1201059.1
3143,35715640.0
3144,7777029.5
3145,8630316.0
3146,1413697.6
3147,6972077.0
3148,5981801.5
3149,17789548.0
3150,22618856.0
3151,4827100.5
3152,7537759.5
3153,7092206.0
3154,5399136.5
3155,14716878.0
3156,4827100.5
3157,7092206.0
3158,19007916.0
3159,4788484.0
3160,1413697.6
3161,1201059.1
3162,7092206.0
3163,14716878.0
3164,1201059.1
3165,1201059.1
3166,1201059.1
3167,17141110.0
3168,1201059.1
3169,8630316.0
3170,7092206.0
3171,8630316.0
3172,9931446.0
3173,1201059.1
3174,2923146.2
3175,4429742.5
3176,10312196.0
3177,17082408.0
3178,1201059.1
3179,4429742.5
3180,5090051.5
3181,1201059.1
3182,64154210.0
3183,7431910.5
3184,5399136.5
3185,24868460.0
3186,10112468.0
3187,4788484.0
3188,7431910.5
3189,20951962.0
3190,8630316.0
3191,8791980.0
3192,1201059.1
3193,139683800.0
3194,20951962.0
3195,1201059.1
3196,5090051.5
3197,8630316.0
3198,31953516.0
3199,78096600.0
3200,4319772.0
3201,8630316.0
3202,3864253.5
3203,1201059.1
3204,2853435.2
3205,1413697.6
3206,7376513.5
3207,16147626.0
3208,7376513.5
3209,1413697.6
3210,104100824.0
3211,1201059.1
3212,16147626.0
3213,21153352.0
3214,3320503.5
3215,1201059.1
3216,4420385.0
3217,106588424.0
3218,2923146.2
3219,2923146.2
3220,61853336.0
3221,7092206.0
3222,2923146.2
3223,4788484.0
3224,1201059.1
3225,5090051.5
3226,5487409.5
3227,29986670.0
3228,28734896.0
3229,31953516.0
3230,8299369.0
3231,8405218.0
3232,8791980.0
3233,3365274.2
3234,4788484.0
3235,8630316.0
3236,1201059.1
3237,10312196.0
3238,4115276.8
3239,1201059.1
3240,106588424.0
3241,1201059.1
3242,1201059.1
3243,2193126.5
3244,1201059.1
3245,7092206.0
3246,9931446.0
3247,8791980.0
3248,13685158.0
3249,13082294.0
3250,70476280.0
3251,1201059.1
3252,7092206.0
3253,15367678.0
3254,1201059.1
3255,1201059.1
3256,14716878.0
3257,8791980.0
3258,8630316.0
3259,10312196.0
3260,1201059.1
3261,122683900.0
3262,8709022.0
3263,1201059.1
3264,1201059.1
3265,1201059.1
3266,1201059.1
3267,9758054.0
3268,1201059.1
3269,14716878.0
3270,15977616.0
3271,4429742.5
3272,4541296.5
3273,7431910.5
3274,87265490.0
3275,7092206.0
3276,1201059.1
3277,3552709.5
3278,22525694.0
3279,8630316.0
3280,58264924.0
3281,1201059.1
3282,1201059.1
3283,120703370.0
3284,7431910.5
3285,11092144.0
3286,1201059.1
3287,5090051.5
3288,7537759.5
3289,23240008.0
3290,18808000.0
3291,9758054.0
3292,44195740.0
3293,22184032.0
3294,5399136.5
3295,1413697.6
3296,1201059.1
3297,2776026.2
3298,20951962.0
3299,1201059.1
3300,9931446.0
3301,1201059.1
3302,7092206.0
3303,4788484.0
3304,2563388.0
3305,10112468.0
3306,1201059.1
3307,15068654.0
3308,3365274.2
3309,2923146.2
3310,4429742.5
3311,1201059.1
3312,8630316.0
3313,17082408.0
3314,4429742.5
3315,22525694.0
3316,9931446.0
3317,4429742.5
3318,1201059.1
3319,1201059.1
3320,7431910.5
3321,2563388.0
3322,1240782.0
3323,29942762.0
3324,2885912.8
3325,20951962.0
3326,46929284.0
3327,15496826.0
3328,4541296.5
3329,4115276.8
3330,34004836.0
3331,4788484.0
3332,11273164.0
3333,46929284.0
3334,1413697.6
3335,13685158.0
3336,6059445.5
3337,1201059.1
3338,4663706.5
3339,1201059.1
3340,22525694.0
3341,7092206.0
3342,11762448.0
3343,16147626.0
3344,1201059.1
3345,4429742.5
3346,10112468.0
3347,1201059.1
3348,4714802.5
3349,19007916.0
3350,37360828.0
3351,15496826.0
3352,2405765.2
3353,22525694.0
3354,4827100.5
3355,1201059.1
3356,9931446.0
3357,1201059.1
3358,3320503.5
3359,10312196.0
3360,3583455.8
3361,70523830.0
3362,5487409.5
3363,5399136.5
3364,5487409.5
3365,1201059.1
3366,18997414.0
3367,35715640.0
3368,1201059.1
3369,15367678.0
3370,9758054.0
3371,11092144.0
3372,8630316.0
3373,15719454.0
3374,7092206.0
3375,22525694.0
3376,10112468.0
3377,4429742.5
3378,4029058.2
3379,74968824.0
3380,13866178.0
3381,4429742.5
3382,1201059.1
3383,2853435.2
3384,15367678.0
3385,22525694.0
3386,1413697.6
3387,3365274.2
3388,31953516.0
3389,180362580.0
3390,1413697.6
3391,2885912.8
3392,4788484.0
3393,4115276.8
3394,35715640.0
3395,22525694.0
3396,4429742.5
3397,1201059.1
3398,52951240.0
3399,20951962.0
3400,3320503.5
3401,1201059.1
3402,1201059.1
3403,6461052.0
3404,5090051.5
3405,10112468.0
3406,27891440.0
3407,52867944.0
3408,13819968.0
3409,3143749.5
3410,9931446.0
3411,17082408.0
3412,7596008.0
3413,15974436.0
3414,1201059.1
3415,7092206.0
3416,56838164.0
3417,15748398.0
3418,9758054.0
3419,63077964.0
3420,1201059.1
3421,5399136.5
3422,1413697.6
3423,109322120.0
3424,1201059.1
3425,1201059.1
3426,8630316.0
3427,9931446.0
3428,1201059.1
3429,8791980.0
3430,205760850.0
3431,1201059.1
3432,4827100.5
3433,3875867.2
3434,4429742.5
3435,71574020.0
3436,39356516.0
3437,1201059.1
3438,4115276.8
3439,21316518.0
3440,13685158.0
3441,22525694.0
3442,1201059.1
3443,1201059.1
3444,1201059.1
3445,13628626.0
3446,1201059.1
3447,5090051.5
3448,22888228.0
3449,4827100.5
3450,15496826.0
3451,15068654.0
3452,10660652.0
3453,15367678.0
3454,5890825.0
3455,3320503.5
3456,22525694.0
3457,8630316.0
3458,8630316.0
3459,206874080.0
3460,14716878.0
3461,4429742.5
3462,5568679.0
3463,17789548.0
3464,1201059.1
3465,9758054.0
3466,14716878.0
3467,1201059.1
3468,29986670.0
3469,4788484.0
3470,1201059.1
3471,8791980.0
3472,1201059.1
3473,17082408.0
3474,15068654.0
3475,72090380.0
3476,1201059.1
3477,14716878.0
3478,1201059.1
3479,41115772.0
3480,4827100.5
3481,1201059.1
3482,1201059.1
3483,1413697.6
3484,1201059.1
3485,29986670.0
3486,29986670.0
3487,15367678.0
3488,18642430.0
3489,2923146.2
3490,13685158.0
3491,5399136.5
3492,1201059.1
3493,9931446.0
3494,4429742.5
3495,20150426.0
3496,1201059.1
3497,16499402.0
3498,3365274.2
3499,4827100.5
3500,1201059.1
3501,35235508.0
3502,13628626.0
3503,6972077.0
3504,20150426.0
3505,4429742.5
3506,22095226.0
3507,59180412.0
3508,2923146.2
3509,7092206.0
3510,7681576.5
3511,15974436.0
3512,35715640.0
3513,4827100.5
3514,6488260.0
3515,2563388.0
3516,7092206.0
3517,178153280.0
3518,10312196.0
3519,4788484.0
3520,1201059.1
3521,1201059.1
3522,5272301.0
3523,8630316.0
3524,24324932.0
3525,39356516.0
3526,8630316.0
3527,4788484.0
3528,3365274.2
3529,95370904.0
3530,15974436.0
3531,13776606.0
3532,15068654.0
3533,8890044.0
3534,8630316.0
3535,69968264.0
3536,4420385.0
3537,29986670.0
3538,9758054.0
3539,10660652.0
3540,10112468.0
3541,5072792.0
3542,4541296.5
3543,1201059.1
3544,10112468.0
3545,1201059.1
3546,4429742.5
3547,46929284.0
3548,105768136.0
3549,1201059.1
3550,43233972.0
3551,32859602.0
3552,11762448.0
3553,22988126.0
3554,34004836.0
3555,27891440.0
3556,17082408.0
3557,5568679.0
3558,34004836.0
3559,12114224.0
3560,1413697.6
3561,16320638.0
3562,5399136.5
3563,4429742.5
3564,1201059.1
3565,1413697.6
3566,6488260.0
3567,7376513.5
3568,1201059.1
3569,34004836.0
3570,1201059.1
3571,13866178.0
3572,34004836.0
3573,2923146.2
3574,4541296.5
3575,5399136.5
3576,9931446.0
3577,2923146.2
3578,9758054.0
3579,9931446.0
3580,8630316.0
3581,9758054.0
3582,29986670.0
3583,1201059.1
3584,5399136.5
3585,23017370.0
3586,7376513.5
3587,7092206.0
3588,2563388.0
3589,4827100.5
3590,8630316.0
3591,94347630.0
3592,1201059.1
3593,1201059.1
3594,1413697.6
3595,7235554.0
3596,9931446.0
3597,2923146.2
3598,23017370.0
3599,4319772.0
3600,1201059.1
3601,1201059.1
3602,1201059.1
3603,4788484.0
3604,1201059.1
3605,10112468.0
3606,7092206.0
3607,15367678.0
3608,34004836.0
3609,1201059.1
3610,9931446.0
3611,1201059.1
3612,17282488.0
3613,7092206.0
3614,20951962.0
3615,14128384.0
3616,4429742.5
3617,7092206.0
3618,18997414.0
3619,1201059.1
3620,20951962.0
3621,56670010.0
3622,75786456.0
3623,29942762.0
3624,1201059.1
3625,1201059.1
3626,9931446.0
3627,15367678.0
3628,26030360.0
3629,3213953.5
3630,1201059.1
3631,34004836.0
3632,4429742.5
3633,13685158.0
3634,1201059.1
3635,3980813.0
3636,9931446.0
3637,1413697.6
3638,7210247.5
3639,26683576.0
3640,118413240.0
3641,8630316.0
3642,4788484.0
3643,5399136.5
3644,5399136.5
3645,8890044.0
3646,8914624.0
3647,15367678.0
3648,1413697.6
3649,4429742.5
3650,8630316.0
3651,43488044.0
3652,4429742.5
3653,36534704.0
3654,10485676.0
3655,7431910.5
3656,7092206.0
3657,1201059.1
3658,1201059.1
3659,17141110.0
3660,87265490.0
3661,5399136.5
3662,13685158.0
3663,80115740.0
3664,1201059.1
3665,1201059.1
3666,3320503.5
3667,29986670.0
3668,10660652.0
3669,2563388.0
3670,14716878.0
3671,4429742.5
3672,1201059.1
3673,35715640.0
3674,6488260.0
3675,64284490.0
3676,18997414.0
3677,7092206.0
3678,8791980.0
3679,14711966.0
3680,2776026.2
3681,1413697.6
3682,46509468.0
3683,1201059.1
3684,20951962.0
3685,31953516.0
3686,7092206.0
3687,28734896.0
3688,1201059.1
3689,1201059.1
3690,18997414.0
3691,2563388.0
3692,3651614.8
3693,21316518.0
3694,17082408.0
